z [m],qc [MPa],fs [MPa],u2 [MPa],ID,Location ID,Blowcount [Blows/m],Normalised ENTRHU [-],Normalised hammer energy [-],Number of blows,Diameter [m],Bottom wall thickness [mm],Pile penetration [m]
12.5,40.9349,0.4714,0.1464,DQ__12_5,DQ,72.0,0.41625,0.5549999999999999,518.0,2.48,50.0,27.0
13.0,43.75879230769231,0.4756000000000002,0.1378653846153846,DQ__13_0,DQ,80.0,0.41875,0.5583333333333333,554.0,2.48,50.0,27.0
13.5,49.3585,0.4377,0.13365,DQ__13_5,DQ,80.0,0.4271875,0.5695833333333333,595.5,2.48,50.0,27.0
14.0,50.4412,0.4532333333333333,0.1456666666666667,DQ__14_0,DQ,80.0,0.435625,0.5808333333333333,637.0,2.48,50.0,27.0
14.5,50.8292,0.463,0.1382,DQ__14_5,DQ,78.0,0.469375,0.6258333333333332,679.0,2.48,50.0,27.0
15.0,48.8093,0.4845,0.1617,DQ__15_0,DQ,76.0,0.503125,0.6708333333333333,721.0,2.48,50.0,27.0
15.5,45.6132,0.4135,0.09260000000000002,DQ__15_5,DQ,76.0,0.503125,0.6708333333333333,762.0,2.48,50.0,27.0
16.0,46.1405,0.5392,0.1712,DQ__16_0,DQ,76.0,0.503125,0.6708333333333333,803.0,2.48,50.0,27.0
16.5,51.2714,0.4525,0.18,DQ__16_5,DQ,76.0,0.519375,0.6924999999999999,842.5,2.48,50.0,27.0
17.0,48.02139130434782,0.4325782608695652,0.1790847826086956,DQ__17_0,DQ,76.0,0.535625,0.7141666666666666,882.0,2.48,50.0,27.0
17.5,50.7151,0.5069,0.17515,DQ__17_5,DQ,76.0,0.54375,0.725,919.0,2.48,50.0,27.0
18.0,56.5648,0.5388999999999999,0.183168,DQ__18_0,DQ,76.0,0.551875,0.7358333333333333,956.0,2.48,50.0,27.0
18.5,61.0057,0.5541,0.189625,DQ__18_5,DQ,74.0,0.551875,0.7358333333333333,992.5,2.48,50.0,27.0
19.0,44.5774,0.3867,0.19475,DQ__19_0,DQ,72.0,0.551875,0.7358333333333333,1029.0,2.48,50.0,27.0
19.5,49.88685068493151,0.4368493150684933,0.199875,DQ__19_5,DQ,74.0,0.55375,0.7383333333333333,1067.0,2.48,50.0,27.0
20.0,48.5484602739726,0.5377397260273973,0.205,DQ__20_0,DQ,76.0,0.555625,0.7408333333333333,1105.0,2.48,50.0,27.0
20.5,47.2100698630137,0.6386301369863014,0.210125,DQ__20_5,DQ,76.0,0.5303125,0.7070833333333333,1143.5,2.48,50.0,27.0
21.0,44.7239,0.7003,0.21525,DQ__21_0,DQ,76.0,0.505,0.6733333333333333,1182.0,2.48,50.0,27.0
21.5,47.795,0.558,0.220375,DQ__21_5,DQ,76.0,0.505625,0.6741666666666667,1220.0,2.48,50.0,27.0
22.0,48.93542727272727,0.6775272727272726,0.2255,DQ__22_0,DQ,76.0,0.50625,0.675,1258.0,2.48,50.0,27.0
22.5,49.521,0.7773,0.230625,DQ__22_5,DQ,80.0,0.5040625,0.6720833333333334,1297.5,2.48,50.0,27.0
23.0,49.6075,0.7269,0.23575,DQ__23_0,DQ,84.0,0.501875,0.6691666666666667,1337.0,2.48,50.0,27.0
23.5,47.95586521739131,0.6495,0.240875,DQ__23_5,DQ,86.0,0.5046875,0.6729166666666666,1380.5,2.48,50.0,27.0
24.0,51.8084,0.6397,0.246,DQ__24_0,DQ,88.0,0.5075,0.6766666666666666,1424.0,2.48,50.0,27.0
24.5,57.1932,0.6943,0.251125,DQ__24_5,DQ,88.0,0.5246875,0.6995833333333333,1471.5,2.48,50.0,27.0
25.0,55.1227,0.6409,0.25625,DQ__25_0,DQ,88.0,0.541875,0.7225,1519.0,2.48,50.0,27.0
25.5,54.6213,0.7145,0.261375,DQ__25_5,DQ,94.0,0.55125,0.7350000000000001,1566.0,2.48,50.0,27.0
26.0,54.0027,0.7702,0.2665,DQ__26_0,DQ,100.0,0.560625,0.7475,1613.0,2.48,50.0,27.0
26.5,57.74215652173913,0.8121130434782609,0.271625,DQ__26_5,DQ,,,,,2.48,50.0,27.0
27.0,79.1453,1.1093,0.27675,DQ__27_0,DQ,,,,,2.48,50.0,27.0
27.5,75.6623,1.4166,0.281875,DQ__27_5,DQ,,,,,,,
28.0,65.42079600000001,1.529248,0.287,DQ__28_0,DQ,,,,,,,
28.5,64.07772933333334,1.233548,0.292125,DQ__28_5,DQ,,,,,,,
29.0,62.73466266666667,0.9378480000000002,0.29725,DQ__29_0,DQ,,,,,,,
29.5,66.5859,0.8322,0.302375,DQ__29_5,DQ,,,,,,,
30.0,56.976,0.709,0.3075,DQ__30_0,DQ,,,,,,,
30.5,45.42853333333333,0.5971333333333334,0.312625,DQ__30_5,DQ,,,,,,,
31.0,53.2245,0.6725,0.31775,DQ__31_0,DQ,,,,,,,
31.5,60.3491,0.7711,0.322875,DQ__31_5,DQ,,,,,,,
32.0,69.66793913043479,0.8551000000000001,0.328,DQ__32_0,DQ,,,,,,,
32.5,87.3567,1.0641,0.333125,DQ__32_5,DQ,,,,,,,
33.0,69.9375,0.5052,0.33825,DQ__33_0,DQ,,,,,,,
33.5,40.80694800000002,0.408228,0.343375,DQ__33_5,DQ,,,,,,,
34.0,57.6688,0.5179,0.3485,DQ__34_0,DQ,,,,,,,
34.5,57.761,0.4128,0.353625,DQ__34_5,DQ,,,,,,,
35.0,57.07113913043479,0.6487782608695655,0.35875,DQ__35_0,DQ,,,,,,,
35.5,74.6672,0.8659,0.363875,DQ__35_5,DQ,,,,,,,
36.0,66.4686,0.7293,0.369,DQ__36_0,DQ,,,,,,,
36.5,62.73613333333336,0.6209666666666669,0.374125,DQ__36_5,DQ,,,,,,,
37.0,64.9927,0.497,0.37925,DQ__37_0,DQ,,,,,,,
37.5,59.4726,0.6597,0.384375,DQ__37_5,DQ,,,,,,,
38.0,68.55363333333341,0.6840999999999997,0.3895,DQ__38_0,DQ,,,,,,,
38.5,55.159,0.7349,0.394625,DQ__38_5,DQ,,,,,,,
39.0,36.5131,0.9319,0.39975,DQ__39_0,DQ,,,,,,,
0.5,0.4674,0.0013,0.012,AX__0_5,AX,,,,,2.48,70.0,26.0
1.0,1.675,0.0105,0.0109,AX__1_0,AX,,,,,2.48,70.0,26.0
1.5,0.5648,0.0052,0.0198,AX__1_5,AX,,,,,2.48,70.0,26.0
2.0,3.7495,0.0217,0.0157,AX__2_0,AX,,,,,2.48,70.0,26.0
2.5,11.4001,0.0669,0.0228,AX__2_5,AX,,,,,2.48,70.0,26.0
3.0,13.34175,0.08025,0.0118625,AX__3_0,AX,8.0,0.1309333333333333,0.1745833333333333,5.0,2.48,70.0,26.0
3.5,22.0525,0.12825,0.0385125,AX__3_5,AX,10.0,0.1315,0.1753333333333333,9.0,2.48,70.0,26.0
4.0,36.30715,0.20245,0.0671625,AX__4_0,AX,12.0,0.1320666666666667,0.1760833333333333,13.0,2.48,70.0,26.0
4.5,42.7502,0.28345,0.0838625,AX__4_5,AX,12.0,0.1282208333333333,0.1709583333333333,20.0,2.48,70.0,26.0
5.0,48.619,0.37395,0.0837125,AX__5_0,AX,12.0,0.124375,0.1658333333333333,27.0,2.48,70.0,26.0
5.5,34.65583111111111,0.2124488888888889,0.0766038888888889,AX__5_5,AX,32.0,0.1320291666666666,0.1760416666666667,45.0,2.48,70.0,26.0
6.0,43.2174,0.2744,0.104975,AX__6_0,AX,52.0,0.1396833333333333,0.18625,63.0,2.48,70.0,26.0
6.5,32.7972,0.1785,0.159675,AX__6_5,AX,48.0,0.203,0.2706666666666667,84.0,2.48,70.0,26.0
7.0,33.7236,0.1863,0.108475,AX__7_0,AX,44.0,0.2663166666666666,0.3550833333333334,105.0,2.48,70.0,26.0
7.5,35.705,0.2178,0.097775,AX__7_5,AX,50.0,0.2710041666666667,0.3613333333333334,129.5,2.48,70.0,26.0
8.0,31.971,0.16,0.106575,AX__8_0,AX,56.0,0.2756916666666667,0.3675833333333334,154.0,2.48,70.0,26.0
8.5,28.54375925925926,0.1668814814814815,0.09569907407407408,AX__8_5,AX,54.0,0.3074708333333334,0.4099583333333333,181.0,2.48,70.0,26.0
9.0,33.4833,0.1485,0.08582500000000001,AX__9_0,AX,52.0,0.33925,0.4523333333333333,208.0,2.48,70.0,26.0
9.5,35.1536,0.1657,0.164325,AX__9_5,AX,54.0,0.3389666666666666,0.4519583333333333,246.5,2.48,70.0,26.0
10.0,33.2352,0.1795,0.154525,AX__10_0,AX,56.0,0.3386833333333333,0.4515833333333333,285.0,2.48,70.0,26.0
10.5,35.7893,0.2003,0.138125,AX__10_5,AX,60.0,0.4023083333333333,0.5364166666666667,315.0,2.48,70.0,26.0
11.0,39.2566,0.0963,0.130925,AX__11_0,AX,64.0,0.4659333333333333,0.62125,345.0,2.48,70.0,26.0
11.5,35.60035384615384,0.1843923076923076,0.1211596153846154,AX__11_5,AX,62.0,0.479125,0.6388333333333334,375.0,2.48,70.0,26.0
12.0,45.4298,0.3443,0.140775,AX__12_0,AX,60.0,0.4923166666666666,0.6564166666666668,405.0,2.48,70.0,26.0
12.5,53.9271,0.3634,0.202675,AX__12_5,AX,58.0,0.4979708333333333,0.6639583333333334,433.5,2.48,70.0,26.0
13.0,38.3379,0.2789,0.186575,AX__13_0,AX,56.0,0.503625,0.6715,462.0,2.48,70.0,26.0
13.5,33.4255,0.2519,0.152375,AX__13_5,AX,58.0,0.5135291666666666,0.6847083333333333,490.0,2.48,70.0,26.0
14.0,32.2023,0.2488,0.143575,AX__14_0,AX,60.0,0.5234333333333333,0.6979166666666666,518.0,2.48,70.0,26.0
14.5,33.98730434782608,0.2754739130434783,0.1409554347826087,AX__14_5,AX,58.0,0.5235583333333333,0.6980833333333333,547.0,2.48,70.0,26.0
15.0,38.8214,0.3792,0.131825,AX__15_0,AX,56.0,0.5236833333333333,0.6982499999999999,576.0,2.48,70.0,26.0
15.5,43.2567,0.323,0.113825,AX__15_5,AX,60.0,0.5258125,0.7010833333333333,607.5,2.48,70.0,26.0
16.0,38.5927,0.2839,0.108325,AX__16_0,AX,64.0,0.5279416666666666,0.7039166666666667,639.0,2.48,70.0,26.0
16.5,38.2263,0.287,0.101625,AX__16_5,AX,66.0,0.5350333333333332,0.7133750000000001,673.0,2.48,70.0,26.0
17.0,35.5259,0.2686,0.101625,AX__17_0,AX,68.0,0.542125,0.7228333333333333,707.0,2.48,70.0,26.0
17.5,34.71707692307692,0.2714615384615385,0.1307826923076922,AX__17_5,AX,70.0,0.5430291666666667,0.7240416666666667,743.5,2.48,70.0,26.0
18.0,36.031,0.2881,0.172675,AX__18_0,AX,72.0,0.5439333333333334,0.72525,780.0,2.48,70.0,26.0
18.5,38.939,0.325,0.169275,AX__18_5,AX,74.0,0.5424333333333333,0.72325,818.0,2.48,70.0,26.0
19.0,39.5644,0.3245,0.153575,AX__19_0,AX,76.0,0.5409333333333334,0.72125,856.0,2.48,70.0,26.0
19.5,36.1662,0.2995,0.145575,AX__19_5,AX,78.0,0.5407791666666667,0.7210416666666666,895.5,2.48,70.0,26.0
20.0,49.20359782608693,0.3574999999999997,0.1443456521739131,AX__20_0,AX,80.0,0.540625,0.7208333333333333,935.0,2.48,70.0,26.0
20.5,41.59408695652174,0.2424999999999999,0.1621989130434783,AX__20_5,AX,80.0,0.5417833333333333,0.722375,974.5,2.48,70.0,26.0
21.0,42.2634,0.273,0.183125,AX__21_0,AX,80.0,0.5429416666666667,0.7239166666666667,1014.0,2.48,70.0,26.0
21.5,40.8196,0.4672,0.177225,AX__21_5,AX,76.0,0.5313791666666666,0.7085,1049.0,2.48,70.0,26.0
22.0,46.6796,0.5365,0.141325,AX__22_0,AX,72.0,0.5198166666666666,0.6930833333333334,1084.0,2.48,70.0,26.0
22.5,45.5845,0.5614,0.134525,AX__22_5,AX,74.0,0.5297499999999999,0.7063333333333334,1122.0,2.48,70.0,26.0
23.0,47.79450851063828,0.6712085106382977,0.1461037234042554,AX__23_0,AX,76.0,0.5396833333333333,0.7195833333333334,1160.0,2.48,70.0,26.0
23.5,36.63371063829787,0.5504106382978723,0.1905984042553192,AX__23_5,AX,78.0,0.5252166666666667,0.7002916666666668,1199.0,2.48,70.0,26.0
24.0,30.2189,0.3078,-0.304325,AX__24_0,AX,80.0,0.5107499999999999,0.681,1238.0,2.48,70.0,26.0
24.5,57.67659999999999,0.7129399999999995,-0.1148190000000016,AX__24_5,AX,84.0,0.5184083333333334,0.6912083333333334,1281.5,2.48,70.0,26.0
25.0,69.5343,1.2354,0.25625,AX__25_0,AX,88.0,0.5260666666666667,0.7014166666666667,1325.0,2.48,70.0,26.0
25.5,55.8979,0.9704,0.261375,AX__25_5,AX,94.0,0.5182833333333334,0.6910416666666667,1375.0,2.48,70.0,26.0
26.0,80.4801615384615,1.573099999999999,0.2665,AX__26_0,AX,100.0,0.5105000000000001,0.6806666666666666,1425.0,2.48,70.0,26.0
26.5,90.7678,2.3524,0.271625,AX__26_5,AX,,,,,,,
27.0,79.4382,1.5991,0.27675,AX__27_0,AX,,,,,,,
27.5,78.76110434782609,1.512543478260869,0.281875,AX__27_5,AX,,,,,,,
28.0,81.3569,1.4827,0.287,AX__28_0,AX,,,,,,,
28.5,75.2801,1.4664,0.292125,AX__28_5,AX,,,,,,,
29.0,39.63886666666667,0.8677,0.29725,AX__29_0,AX,,,,,,,
29.5,47.9245,0.583,0.302375,AX__29_5,AX,,,,,,,
30.0,29.9557,0.9098,0.3075,AX__30_0,AX,,,,,,,
30.5,57.9830304347826,1.030413043478261,0.312625,AX__30_5,AX,,,,,,,
31.0,56.8679,0.9615,0.31775,AX__31_0,AX,,,,,,,
31.5,74.5228,1.4496,0.322875,AX__31_5,AX,,,,,,,
32.0,67.04356000000001,1.383596,0.328,AX__32_0,AX,,,,,,,
32.5,66.9605,1.57,0.333125,AX__32_5,AX,,,,,,,
33.0,59.9436,1.5457,0.33825,AX__33_0,AX,,,,,,,
33.5,57.45713333333339,1.374966666666668,0.343375,AX__33_5,AX,,,,,,,
34.0,60.6616,1.0527,0.3485,AX__34_0,AX,,,,,,,
34.5,68.6124,1.3435,0.353625,AX__34_5,AX,,,,,,,
35.0,16.74323076923077,0.4848692307692289,0.35875,AX__35_0,AX,,,,,,,
35.5,38.4725,0.3947,0.363875,AX__35_5,AX,,,,,,,
36.0,81.2354,1.8057,0.369,AX__36_0,AX,,,,,,,
1.5,7.3447,0.0456,0.02455,DZ__1_5,DZ,,,,,2.48,50.0,31.0
2.0,7.49,0.0513,0.03125,DZ__2_0,DZ,,,,,2.48,50.0,31.0
2.5,3.5264,0.0394,0.03675,DZ__2_5,DZ,,,,,2.48,50.0,31.0
3.0,12.0301,0.0776,0.03855,DZ__3_0,DZ,,,,,2.48,50.0,31.0
3.5,19.21283870967742,0.1255,0.04224919354838711,DZ__3_5,DZ,,,,,2.48,50.0,31.0
4.0,15.78703225806451,0.133,0.04424516129032258,DZ__4_0,DZ,,,,,2.48,50.0,31.0
4.5,13.9069,0.1119,0.050625,DZ__4_5,DZ,,,,,2.48,50.0,31.0
5.0,13.8081,0.1268,0.054325,DZ__5_0,DZ,8.0,0.1125,0.15,7.0,2.48,50.0,31.0
5.5,14.1952,0.1146,0.061025,DZ__5_5,DZ,12.0,0.110875,0.1478333333333333,11.0,2.48,50.0,31.0
6.0,28.3044,0.2096619047619048,0.06424761904761905,DZ__6_0,DZ,16.0,0.10925,0.1456666666666667,15.0,2.48,50.0,31.0
6.5,27.8981,0.1959,0.0603,DZ__6_5,DZ,12.0,0.1197833333333334,0.1597083333333333,20.0,2.48,50.0,31.0
7.0,11.9083,0.1246,0.075,DZ__7_0,DZ,8.0,0.1303166666666667,0.17375,25.0,2.48,50.0,31.0
7.5,23.0574,0.1519,0.0712,DZ__7_5,DZ,18.0,0.1276583333333333,0.1702083333333334,31.5,2.48,50.0,31.0
8.0,26.8605,0.2174,0.0783,DZ__8_0,DZ,28.0,0.125,0.1666666666666667,38.0,2.48,50.0,31.0
8.5,22.9827,0.1741,0.0797,DZ__8_5,DZ,36.0,0.163875,0.2185,58.0,2.48,50.0,31.0
9.0,21.06675945945946,0.1508459459459459,0.0872972972972973,DZ__9_0,DZ,44.0,0.20275,0.2703333333333333,78.0,2.48,50.0,31.0
9.5,24.23632027027027,0.184427027027027,0.08635135135135136,DZ__9_5,DZ,56.0,0.2193125,0.2924166666666667,108.5,2.48,50.0,31.0
10.0,27.40588108108108,0.2180081081081081,0.08540540540540542,DZ__10_0,DZ,68.0,0.235875,0.3145,139.0,2.48,50.0,31.0
10.5,39.1444,0.3065,0.0877,DZ__10_5,DZ,66.0,0.2800291666666667,0.373375,172.5,2.48,50.0,31.0
11.0,45.8853,0.3935,0.0932,DZ__11_0,DZ,64.0,0.3241833333333333,0.43225,206.0,2.48,50.0,31.0
11.5,42.0243,0.3649,0.09590000000000001,DZ__11_5,DZ,66.0,0.3401541666666666,0.4535416666666666,240.0,2.48,50.0,31.0
12.0,42.3593,0.3225,0.08660000000000001,DZ__12_0,DZ,68.0,0.356125,0.4748333333333333,274.0,2.48,50.0,31.0
12.5,5.806,0.0915,-0.004299999999999998,DZ__12_5,DZ,66.0,0.36775,0.4903333333333333,309.0,2.48,50.0,31.0
13.0,29.45737200000001,0.2069240000000001,0.103626,DZ__13_0,DZ,64.0,0.379375,0.5058333333333334,344.0,2.48,50.0,31.0
13.5,31.4624,0.223,0.07985,DZ__13_5,DZ,66.0,0.3993416666666667,0.5324583333333333,378.0,2.48,50.0,31.0
14.0,40.1,0.2718,0.12085,DZ__14_0,DZ,68.0,0.4193083333333333,0.5590833333333333,412.0,2.48,50.0,31.0
14.5,41.7022,0.3399,0.12095,DZ__14_5,DZ,70.0,0.4183083333333333,0.55775,448.0,2.48,50.0,31.0
15.0,35.2767,0.3836,0.04825,DZ__15_0,DZ,72.0,0.4173083333333333,0.5564166666666667,484.0,2.48,50.0,31.0
15.5,36.171,0.3883,0.12375,DZ__15_5,DZ,72.0,0.4202499999999999,0.5603333333333333,520.0,2.48,50.0,31.0
16.0,33.85838260869565,0.3641,0.1406347826086957,DZ__16_0,DZ,72.0,0.4231916666666666,0.56425,556.0,2.48,50.0,31.0
16.5,34.1285,0.3814,0.1454,DZ__16_5,DZ,74.0,0.4249999999999999,0.5666666666666667,594.0,2.48,50.0,31.0
17.0,26.8952,0.319,0.1535,DZ__17_0,DZ,76.0,0.4268083333333333,0.5690833333333333,632.0,2.48,50.0,31.0
17.5,23.7247,0.3003,0.1561,DZ__17_5,DZ,74.0,0.4497791666666666,0.5997083333333333,670.5,2.48,50.0,31.0
18.0,23.4853,0.2706,0.1561,DZ__18_0,DZ,72.0,0.4727499999999999,0.6303333333333333,709.0,2.48,50.0,31.0
18.5,25.1048,0.3008,0.1776,DZ__18_5,DZ,74.0,0.4900625,0.6534166666666666,747.5,2.48,50.0,31.0
19.0,26.98074736842106,0.3200421052631579,0.1718578947368421,DZ__19_0,DZ,76.0,0.507375,0.6765,786.0,2.48,50.0,31.0
19.5,25.55061578947369,0.2921473684210527,0.1785026315789474,DZ__19_5,DZ,80.0,0.48825,0.651,825.0,2.48,50.0,31.0
20.0,24.12048421052632,0.2642526315789474,0.1851473684210526,DZ__20_0,DZ,84.0,0.469125,0.6255000000000001,864.0,2.48,50.0,31.0
20.5,24.8502,0.2827,0.187,DZ__20_5,DZ,78.0,0.495875,0.6611666666666667,903.5,2.48,50.0,31.0
21.0,27.9965,0.2959,0.1686,DZ__21_0,DZ,72.0,0.522625,0.6968333333333334,943.0,2.48,50.0,31.0
21.5,34.3784,0.3824,0.1868,DZ__21_5,DZ,70.0,0.5230291666666667,0.6973750000000001,978.0,2.48,50.0,31.0
22.0,34.5753,0.355,0.1942,DZ__22_0,DZ,68.0,0.5234333333333333,0.6979166666666666,1013.0,2.48,50.0,31.0
22.5,44.4911,0.5163,0.201,DZ__22_5,DZ,72.0,0.5220291666666667,0.6960416666666667,1049.5,2.48,50.0,31.0
23.0,47.12645555555555,0.5135740740740742,0.2152648148148148,DZ__23_0,DZ,76.0,0.520625,0.6941666666666667,1086.0,2.48,50.0,31.0
23.5,52.384675,0.5396818181818183,0.2345293181818182,DZ__23_5,DZ,78.0,0.5256875,0.7009166666666666,1124.5,2.48,50.0,31.0
24.0,52.6153,0.4728636363636364,0.2435236363636364,DZ__24_0,DZ,80.0,0.5307499999999999,0.7076666666666667,1163.0,2.48,50.0,31.0
24.5,62.2742,0.4993,0.251125,DZ__24_5,DZ,82.0,0.5480958333333332,0.7307916666666667,1204.0,2.48,50.0,31.0
25.0,56.9751,0.5728,0.25625,DZ__25_0,DZ,84.0,0.5654416666666666,0.7539166666666667,1245.0,2.48,50.0,31.0
25.5,74.525972,0.6646519999999999,0.261375,DZ__25_5,DZ,84.0,0.5810041666666667,0.7746666666666666,1285.5,2.48,50.0,31.0
26.0,94.8006,0.9179,0.2665,DZ__26_0,DZ,84.0,0.5965666666666667,0.7954166666666667,1326.0,2.48,50.0,31.0
26.5,71.5446,0.7294,0.271625,DZ__26_5,DZ,86.0,0.5960958333333333,0.7947916666666667,1368.0,2.48,50.0,31.0
27.0,62.16696666666666,0.6308,0.27675,DZ__27_0,DZ,88.0,0.595625,0.7941666666666667,1410.0,2.48,50.0,31.0
27.5,64.9628,0.6786,0.281875,DZ__27_5,DZ,92.0,0.5949083333333334,0.7932083333333333,1453.5,2.48,50.0,31.0
28.0,58.2494,0.6153,0.287,DZ__28_0,DZ,96.0,0.5941916666666667,0.79225,1497.0,2.48,50.0,31.0
28.5,48.60696956521739,0.5238608695652174,0.292125,DZ__28_5,DZ,90.0,0.5935666666666666,0.7914166666666667,1542.0,2.48,50.0,31.0
29.0,41.2586,0.4343,0.29725,DZ__29_0,DZ,84.0,0.5929416666666666,0.7905833333333334,1587.0,2.48,50.0,31.0
29.5,38.7149,0.4012,0.302375,DZ__29_5,DZ,90.0,0.5953791666666666,0.7938333333333334,1635.0,2.48,50.0,31.0
30.0,44.94752191780822,0.4299547945205479,0.3075000000000001,DZ__30_0,DZ,96.0,0.5978166666666667,0.7970833333333334,1683.0,2.48,50.0,31.0
30.5,48.54652876712329,0.4437219178082192,0.312625,DZ__30_5,DZ,98.0,0.5879083333333334,0.783875,1732.5,2.48,50.0,31.0
31.0,52.14553561643836,0.4574890410958904,0.31775,DZ__31_0,DZ,100.0,0.5780000000000001,0.7706666666666666,1782.0,2.48,50.0,31.0
31.5,45.6261,0.4417,0.322875,DZ__31_5,DZ,,,,,,,
32.0,48.14150476190476,0.5115666666666664,0.328,DZ__32_0,DZ,,,,,,,
32.5,58.0439,0.6583,0.333125,DZ__32_5,DZ,,,,,,,
33.0,74.7235,0.7752,0.33825,DZ__33_0,DZ,,,,,,,
33.5,84.35192727272727,0.6756363636363634,0.343375,DZ__33_5,DZ,,,,,,,
34.0,95.3227,0.8559,0.3485,DZ__34_0,DZ,,,,,,,
34.5,70.33540322580633,0.5771967741935475,0.353625,DZ__34_5,DZ,,,,,,,
35.0,93.07,0.8163,0.35875,DZ__35_0,DZ,,,,,,,
35.5,96.52275757575758,0.8125727272727271,0.363875,DZ__35_5,DZ,,,,,,,
36.0,96.4907,0.8245,0.369,DZ__36_0,DZ,,,,,,,
36.5,82.0759,0.7916,0.374125,DZ__36_5,DZ,,,,,,,
37.0,70.40936666666673,0.6956000000000006,0.37925,DZ__37_0,DZ,,,,,,,
37.5,75.5322,0.6537,0.384375,DZ__37_5,DZ,,,,,,,
38.0,51.6454,0.5772,0.3895,DZ__38_0,DZ,,,,,,,
0.5,0.486,0.00222,0.01,BU__0_5,BU,,,,,2.48,50.0,28.0
1.0,3.606,0.03015,0.008,BU__1_0,BU,,,,,2.48,50.0,28.0
1.5,7.595,0.07964,0.014,BU__1_5,BU,,,,,2.48,50.0,28.0
2.0,1.117,0.03498,0.048,BU__2_0,BU,,,,,2.48,50.0,28.0
2.5,7.250971830985918,0.08359394366197184,-0.1709154929577464,BU__2_5,BU,,,,,2.48,50.0,28.0
3.0,16.44463380281691,0.1384812676056338,0.01372359154929584,BU__3_0,BU,,,,,2.48,50.0,28.0
3.5,28.381,0.246,0.0351875,BU__3_5,BU,,,,,2.48,50.0,28.0
4.0,38.0825,0.334575,0.0381875,BU__4_0,BU,6.0,0.169375,0.2258333333333333,4.5,2.48,50.0,28.0
4.5,38.258,0.346035,0.0411875,BU__4_5,BU,6.0,0.16875,0.225,6.5,2.48,50.0,28.0
5.0,35.08750000000001,0.307785,0.04518750000000001,BU__5_0,BU,6.0,0.168125,0.2241666666666667,8.5,2.48,50.0,28.0
5.5,34.74135294117647,0.3101688235294118,0.04914705882352942,BU__5_5,BU,7.0,0.175625,0.2341666666666667,10.75,2.48,50.0,28.0
6.0,31.296,0.27993,0.055375,BU__6_0,BU,8.0,0.183125,0.2441666666666667,13.0,2.48,50.0,28.0
6.5,35.283,0.33566,0.058375,BU__6_5,BU,10.0,0.1853125,0.2470833333333333,17.5,2.48,50.0,28.0
7.0,35.268,0.32874,0.063375,BU__7_0,BU,12.0,0.1875,0.25,22.0,2.48,50.0,28.0
7.5,38.624,0.37888,0.065375,BU__7_5,BU,14.0,0.1915625,0.2554166666666666,26.5,2.48,50.0,28.0
8.0,41.118,0.36745,0.066375,BU__8_0,BU,16.0,0.195625,0.2608333333333333,31.0,2.48,50.0,28.0
8.5,43.19913461538462,0.4121651923076923,0.07248798076923077,BU__8_5,BU,20.0,0.1921875,0.25625,40.5,2.48,50.0,28.0
9.0,41.236875,0.39151375,0.078046875,BU__9_0,BU,24.0,0.18875,0.2516666666666666,50.0,2.48,50.0,28.0
9.5,39.27461538461539,0.3708623076923077,0.08360576923076923,BU__9_5,BU,34.0,0.20625,0.2749999999999999,70.0,2.48,50.0,28.0
10.0,37.31235576923077,0.3502108653846154,0.08916466346153847,BU__10_0,BU,44.0,0.22375,0.2983333333333333,90.0,2.48,50.0,28.0
10.5,36.669,0.34567,0.0945,BU__10_5,BU,54.0,0.24125,0.3216666666666667,119.5,2.48,50.0,28.0
11.0,40.319,0.37453,0.0955,BU__11_0,BU,64.0,0.25875,0.345,149.0,2.48,50.0,28.0
11.5,41.687,0.41499,0.0975,BU__11_5,BU,70.0,0.288125,0.3841666666666667,185.5,2.48,50.0,28.0
12.0,38.044,0.36157,0.1025,BU__12_0,BU,76.0,0.3175,0.4233333333333333,222.0,2.48,50.0,28.0
12.5,36.076,0.34452,0.1035,BU__12_5,BU,80.0,0.3253125,0.43375,261.5,2.48,50.0,28.0
13.0,36.225,0.352935,0.1130267857142857,BU__13_0,BU,84.0,0.333125,0.4441666666666667,301.0,2.48,50.0,28.0
13.5,42.644,0.40214,0.11825,BU__13_5,BU,86.0,0.3490625,0.4654166666666667,344.5,2.48,50.0,28.0
14.0,45.842,0.47943,0.10425,BU__14_0,BU,88.0,0.365,0.4866666666666667,388.0,2.48,50.0,28.0
14.5,40.626,0.33115,-0.10075,BU__14_5,BU,82.0,0.39125,0.5216666666666667,430.0,2.48,50.0,28.0
15.0,51.228,0.38837,0.12125,BU__15_0,BU,76.0,0.4175,0.5566666666666666,472.0,2.48,50.0,28.0
15.5,42.819,0.37335,0.12325,BU__15_5,BU,74.0,0.41625,0.5549999999999999,509.5,2.48,50.0,28.0
16.0,44.57888888888887,0.3177766666666666,0.1296944444444444,BU__16_0,BU,72.0,0.415,0.5533333333333333,547.0,2.48,50.0,28.0
16.5,51.022,0.38249,0.139,BU__16_5,BU,66.0,0.4134375,0.55125,575.5,2.48,50.0,28.0
17.0,32.84,0.28843,0.144,BU__17_0,BU,60.0,0.411875,0.5491666666666667,604.0,2.48,50.0,28.0
17.5,21.136,0.19804,0.134,BU__17_5,BU,68.0,0.4096875,0.54625,638.0,2.48,50.0,28.0
